gene	young_leaf	flower	one_cm_pod	pod_shell_10DAF	pod_shell_14DAF	seed_10DAF	seed_14DAF	seed_21DAF	seed_25DAF	seed_28DAF	seed_35DAF	seed_42DAF	root	nodule
Glyma17g24030	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24050	6	1	3	2	1	0	0	2	2	1	2	1	2	4
Glyma17g24060	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24070	1	2	0	1	0	0	0	1	1	1	2	0	1	0
Glyma17g24090	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24120	0	0	0	0	0	0	1	1	2	0	3	1	5	53
Glyma17g24130	6	8	8	5	3	3	6	4	4	2	5	3	11	9
Glyma17g24140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24150	13	6	13	11	8	10	9	6	3	1	2	1	4	1
Glyma17g24160	62	286	131	144	132	121	189	194	204	90	152	70	101	7
Glyma17g24170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24190	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24410	0	0	1	0	0	2	3	2	0	0	0	0	1	0
Glyma17g24420	3	4	2	3	3	1	1	0	2	0	3	1	5	16
Glyma17g24430	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Glyma17g24440	9	8	5	6	3	2	3	5	5	2	3	3	9	23
Glyma17g24450	2	3	3	3	2	1	2	2	2	1	3	3	9	17
Glyma17g24650	5	5	5	4	4	4	3	8	2	2	1	1	4	3
Glyma17g24660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24670	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24690	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24710	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24720	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24730	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g24930	0	2	1	2	1	0	0	0	0	0	0	0	20	2
Glyma17g25130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25180	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Glyma17g25190	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Glyma17g25390	1	0	1	0	0	0	0	0	0	0	0	1	0	0
Glyma17g25400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25630	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25650	3	1	2	2	1	1	2	1	1	2	2	1	1	0
Glyma17g25660	2	2	1	4	1	0	1	2	0	1	2	1	1	0
Glyma17g25670	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25680	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25690	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25710	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25910	15	10	17	15	6	1	1	2	4	4	8	3	0	0
Glyma17g25930	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25940	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25950	20	13	28	15	13	2	5	9	7	3	10	4	7	5
Glyma17g25960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25970	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25980	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g25990	4	3	3	4	2	3	5	2	2	1	3	1	2	1
Glyma17g26000	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Glyma17g26230	9	5	6	5	4	2	3	4	3	2	3	1	9	3
Glyma17g26240	4	2	2	2	1	2	1	1	1	0	1	0	2	2
Glyma17g26440	9	15	10	10	8	4	5	8	4	3	6	3	14	10
Glyma17g26470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g26480	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g26500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g26510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g26520	0	1	1	0	0	4	18	18	6	3	5	5	0	0
Glyma17g26530	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g26540	25	6	14	10	5	6	7	5	4	1	4	1	7	3
Glyma17g26550	0	0	0	0	0	0	2	0	0	4	2	0	0	0
Glyma17g26560	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g26570	2	2	1	1	1	1	1	1	1	0	1	0	1	0
Glyma17g26580	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g26590	7	160	12	13	7	0	1	0	0	0	0	0	1	2
Glyma17g26600	9	7	11	9	10	7	5	5	3	2	3	2	19	11
Glyma17g26610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g26620	7	5	4	2	1	0	1	1	2	1	3	2	2	0
Glyma17g26630	3	2	1	1	0	1	1	2	1	1	1	0	1	1
Glyma17g26640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g26650	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g26660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g26670	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g26680	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g26700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g26900	17	21	14	16	16	6	12	15	10	6	7	4	43	5
Glyma17g27100	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Glyma17g27110	2	3	2	3	5	1	1	1	0	0	0	0	0	0
Glyma17g27120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27190	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27200	0	0	0	0	0	0	0	0	0	0	1	1	1	1
Glyma17g27210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27280	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Glyma17g27490	14	11	11	10	5	3	8	9	5	3	5	5	9	8
Glyma17g27510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27520	0	1	0	0	5	0	0	0	0	0	0	0	0	0
Glyma17g27530	4	3	3	2	1	4	1	1	1	1	2	1	5	1
Glyma17g27540	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27550	1	3	1	1	1	1	1	3	3	2	8	4	1	0
Glyma17g27560	4	2	4	4	3	1	3	2	2	1	1	1	4	0
Glyma17g27570	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27580	1	1	1	1	0	1	0	0	0	0	1	0	0	0
Glyma17g27590	2	2	2	3	0	0	0	0	1	0	1	1	0	1
Glyma17g27600	6	7	8	4	2	1	7	4	9	3	10	5	4	5
Glyma17g27610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g27830	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g28040	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g28240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g28250	0	0	0	0	0	0	0	0	0	0	0	0	0	12
Glyma17g28450	4	10	6	5	3	0	1	1	1	1	1	1	23	2
Glyma17g28460	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g28660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g28670	0	0	0	0	0	0	0	0	0	0	0	0	0	351
Glyma17g28680	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Glyma17g28690	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g28700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g28710	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g28730	1	0	0	0	1	0	0	0	0	0	0	0	1	0
Glyma17g28740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g28940	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g28950	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g28960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g28970	1	2	1	2	1	1	1	1	1	0	1	1	3	1
Glyma17g28980	7	3	1	2	1	1	2	0	1	1	0	0	1	1
Glyma17g28990	8	1	1	9	5	0	1	0	0	0	3	0	5	2
Glyma17g29030	4	1	1	1	1	1	0	1	0	0	0	0	1	2
Glyma17g29040	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29050	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29060	2	1	1	1	1	0	1	0	2	2	1	0	3	0
Glyma17g29070	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29080	37	28	26	22	17	33	29	22	14	9	10	7	24	18
Glyma17g29090	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29140	3	4	1	2	1	1	1	1	1	1	2	1	3	1
Glyma17g29150	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29160	0	1	0	0	0	0	0	0	0	0	0	0	0	2
Glyma17g29170	0	0	0	0	0	0	0	0	1	0	3	2	0	0
Glyma17g29190	7	9	8	11	21	2	4	2	6	1	3	3	31	10
Glyma17g29210	6	6	6	5	6	2	5	5	8	5	9	7	8	10
Glyma17g29220	14	31	6	7	8	14	15	11	9	4	7	4	30	68
Glyma17g29230	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29240	0	1	1	1	1	0	1	1	0	0	0	0	0	0
Glyma17g29250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29270	1	9	2	2	2	2	2	2	2	1	2	0	4	1
Glyma17g29280	6	4	3	3	2	2	2	3	3	1	2	2	4	2
Glyma17g29290	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29310	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29320	0	0	1	0	0	7	16	20	5	2	7	3	5	1
Glyma17g29330	16	15	19	12	12	7	9	10	4	3	5	3	20	6
Glyma17g29340	0	0	0	0	1	0	0	1	1	1	1	0	1	0
Glyma17g29350	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29360	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29370	5	6	4	4	3	0	0	0	0	0	0	0	1	4
Glyma17g29380	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Glyma17g29390	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29410	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29430	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29440	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29450	13	10	8	4	4	1	3	3	5	3	7	5	9	3
Glyma17g29460	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29480	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29490	2	2	1	2	2	1	2	1	1	0	1	1	1	2
Glyma17g29500	1	1	1	0	1	1	1	1	1	0	1	1	1	2
Glyma17g29510	1	1	1	1	3	1	2	0	1	1	1	0	1	2
Glyma17g29520	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Glyma17g29530	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29540	0	1	2	1	0	2	1	1	0	0	0	0	2	1
Glyma17g29550	3	7	3	4	1	1	2	2	1	1	2	1	4	3
Glyma17g29560	49	64	40	34	8	8	15	17	16	7	24	9	46	30
Glyma17g29570	2	0	0	3	0	2	0	0	1	0	0	0	0	0
Glyma17g29580	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Glyma17g29590	1	2	0	1	2	0	0	0	0	0	0	0	1	0
Glyma17g29600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29610	1	1	1	1	1	0	1	1	1	1	3	1	0	1
Glyma17g29620	3	2	2	3	1	1	2	1	1	1	1	1	1	0
Glyma17g29630	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29640	3	1	1	1	1	0	1	1	0	1	1	1	1	2
Glyma17g29650	9	4	6	5	1	1	3	1	2	1	1	1	1	0
Glyma17g29660	73	24	40	32	26	4	16	7	23	15	19	6	11	6
Glyma17g29670	5	4	6	6	4	5	7	5	3	1	2	1	10	2
Glyma17g29680	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29690	9	6	9	6	1	9	6	3	3	2	2	2	8	6
Glyma17g29700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29710	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29720	1	1	0	0	0	0	0	0	0	0	0	0	3	65
Glyma17g29730	27	10	9	9	4	9	12	7	4	1	2	2	5	5
Glyma17g29740	3	3	1	1	1	1	1	1	1	0	1	1	1	0
Glyma17g29750	0	0	0	0	0	0	0	0	1	0	1	1	0	0
Glyma17g29760	4	3	5	6	6	4	8	3	5	1	2	1	6	3
Glyma17g29770	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29780	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29790	1	2	1	2	3	2	4	4	3	2	5	4	1	0
Glyma17g29800	6	117	18	20	10	7	8	10	19	8	38	18	13	7
Glyma17g29810	2	7	4	5	2	1	2	1	1	0	0	1	0	0
Glyma17g29820	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Glyma17g29830	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Glyma17g29840	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29850	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29860	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29870	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29880	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29890	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29910	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29930	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29940	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29950	0	0	0	0	0	0	0	0	4	2	11	11	0	1
Glyma17g29960	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g29970	0	1	0	0	0	0	0	0	0	0	1	0	1	0
Glyma17g29980	2	2	1	2	2	1	0	0	0	1	1	0	2	1
Glyma17g29990	1	1	0	1	0	1	0	0	0	0	0	0	0	0
Glyma17g30000	1	0	1	1	0	0	0	0	0	0	0	1	0	0
Glyma17g30010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g30020	2	3	3	2	2	3	2	2	2	1	2	0	3	3
Glyma17g30220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g30230	5	14	9	10	9	5	6	7	4	3	6	3	14	6
Glyma17g30240	4	2	1	1	1	1	1	1	1	1	1	1	2	1
Glyma17g30260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g30480	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g30490	2	2	2	2	1	0	1	1	1	1	1	1	1	1
Glyma17g30500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g30510	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Glyma17g30710	0	1	0	1	0	1	0	0	1	0	0	0	1	0
Glyma17g30720	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g30730	1	1	2	1	1	0	1	1	1	0	2	1	1	1
Glyma17g30740	12	9	8	8	5	3	6	9	5	2	6	2	5	3
Glyma17g30750	6	3	3	2	1	1	2	3	2	1	1	1	2	2
Glyma17g30760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g30770	9	4	3	3	3	0	0	0	1	0	0	0	0	0
Glyma17g30780	3	3	2	2	2	1	1	2	2	1	3	2	3	2
Glyma17g30790	3	0	1	1	0	0	0	0	0	0	0	0	0	0
Glyma17g30800	0	8	0	0	0	0	0	0	0	0	0	0	1	1
Glyma17g30810	0	4	0	0	0	0	0	0	0	0	0	0	1	0
Glyma17g30820	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g30830	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g30840	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g30850	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g30860	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Glyma17g30870	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Glyma17g30880	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Glyma17g30890	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g30900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g30910	11	10	8	6	3	4	4	8	5	2	5	3	5	1
Glyma17g30920	1	0	0	0	0	1	1	2	1	1	1	0	0	0
Glyma17g30930	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Glyma17g30940	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Glyma17g30950	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g30960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g30970	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g30980	0	1	2	3	2	0	1	0	0	0	1	0	4	5
Glyma17g30990	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31030	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31040	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31050	21	14	15	19	15	27	14	11	10	4	9	6	13	14
Glyma17g31060	22	26	26	20	33	11	14	16	11	7	14	9	34	17
Glyma17g31070	3	6	4	3	3	4	2	1	1	1	2	1	2	0
Glyma17g31080	36	22	36	26	29	16	33	21	25	15	32	23	50	85
Glyma17g31090	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31100	1	0	1	0	0	0	0	0	1	0	0	0	1	0
Glyma17g31120	36	21	23	21	25	15	38	26	19	9	13	9	32	34
Glyma17g31130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31150	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Glyma17g31170	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31190	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31200	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31210	0	0	0	0	0	0	0	0	0	0	0	1	0	3
Glyma17g31220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31250	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31280	25	26	21	24	28	12	18	7	14	7	11	7	73	29
Glyma17g31290	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31320	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31330	43	88	26	27	76	5	8	17	6	1	1	0	2	1
Glyma17g31340	5	4	5	5	3	2	3	2	2	2	5	5	4	1
Glyma17g31350	5	5	1	2	2	2	1	2	1	1	2	0	2	1
Glyma17g31360	1	1	0	0	0	0	0	0	0	0	0	0	1	0
Glyma17g31380	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31390	2	1	1	1	0	1	1	1	0	0	0	0	1	0
Glyma17g31400	10	13	10	7	5	4	6	5	5	3	5	2	5	5
Glyma17g31410	4	10	7	9	2	10	9	6	4	2	5	3	6	4
Glyma17g31420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31430	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Glyma17g31440	0	0	0	0	0	0	1	0	1	0	0	0	1	0
Glyma17g31450	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31460	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31480	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31490	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31530	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31540	1	2	0	1	1	0	1	0	1	0	0	1	1	0
Glyma17g31550	1	1	1	1	1	0	1	0	1	0	0	1	4	0
Glyma17g31560	0	5	1	2	1	0	0	0	0	0	0	0	0	0
Glyma17g31570	1	2	1	1	1	0	0	0	0	0	0	1	1	0
Glyma17g31590	2	2	1	3	1	0	0	3	0	0	1	0	1	0
Glyma17g31610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31630	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Glyma17g31640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31650	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31670	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31680	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31690	6	4	4	5	5	4	5	4	7	3	4	2	8	10
Glyma17g31700	2	4	3	2	2	1	1	1	2	1	2	1	2	1
Glyma17g31710	1	2	3	2	1	1	2	2	1	1	1	1	2	2
Glyma17g31720	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31730	3	12	5	5	5	1	1	1	1	0	1	1	0	0
Glyma17g31740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31770	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31780	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31790	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31800	3	2	3	2	1	1	1	0	1	0	1	1	0	0
Glyma17g31810	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31820	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31830	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31840	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31850	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31860	0	0	0	0	0	0	0	0	2	1	0	0	0	0
Glyma17g31870	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31880	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31890	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31920	1	1	0	0	1	0	0	0	0	0	0	0	1	2
Glyma17g31930	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31940	3	22	11	8	6	8	5	4	5	5	7	4	18	5
Glyma17g31950	0	0	0	0	0	3	0	0	0	0	1	0	0	0
Glyma17g31960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31970	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31980	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g31990	8	12	10	11	4	5	6	6	4	2	5	2	10	7
Glyma17g32000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g32010	0	0	0	2	2	0	0	0	0	0	0	0	0	0
Glyma17g32020	0	0	0	0	0	0	1	0	3	2	8	17	0	1
Glyma17g32030	2	6	2	2	2	1	2	3	2	1	1	0	3	3
Glyma17g32040	5	2	4	3	1	4	4	2	4	1	3	1	2	5
Glyma17g32050	3	10	2	2	2	1	3	3	4	2	6	4	5	1
Glyma17g32060	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g32070	18	11	6	7	3	3	6	6	7	4	10	5	14	6
Glyma17g32080	0	4	3	1	0	9	11	4	4	3	3	1	0	0
Glyma17g32090	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Glyma17g32100	261	14	66	145	185	53	21	12	2	2	0	0	0	1
Glyma17g32110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma17g32120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
