Glyma2.0	root	stem	flower	root_hairs	leaves	nodules	pod	seed	shoot_apical_meristem
Glyma.15g214400	0.07	5.96	0.93	1.05	0.84	2.63	1.45	0.04	0.67
Glyma.15g214500	5.24	6.45	8.46	6.15	7.03	5.61	8.23	7.97	6.37
Glyma.15g214600	0	0.04	0	0	0	0	0	0	0
Glyma.15g214700	9.33	0	0.01	0.36	0.29	2.53	0	0	0
Glyma.15g214800	0.54	0	0	0	0	0	0	0	0
Glyma.15g214900	0	0	0	0	0	0	0	0	0
Glyma.15g215000	0.5	2.84	7.47	2	2.13	2.82	1.63	0.45	0.65
Glyma.15g215100	3.7	2.47	10.63	2.43	16.34	5.05	3.21	4.82	3.35
Glyma.15g215200	1.53	0	0	0	0	0	0	0	0
Glyma.15g215300	0	0	0	0	0	0	0	0	0
Glyma.15g215400	14.03	3.97	10.33	3.05	6.59	3.95	2.71	0.55	1.19
Glyma.15g215500	0.26	0.14	0.1	0.5	0.08	0.22	0.02	0.03	0.82
Glyma.15g215600	3.28	24.33	1.54	8.39	0.41	22.4	14.23	39.64	21.25
Glyma.15g215700	0	0	0	0	0	0	0	0	0
Glyma.15g215800	0	0.15	0	0	0	0	0.06	0	0.07
Glyma.15g215900	0.62	2.2	2.62	0.95	11.36	1.31	2.4	3.28	3.91
Glyma.15g216000	0.42	1.3	1.29	1.25	2.04	0.71	0.98	1.24	1.69
Glyma.15g216100	0.35	1.01	1.26	0.55	1.2	0.87	0.89	1.34	1.37
Glyma.15g216200	0	0	1.04	0	0	0	0	0	0
Glyma.15g216300	0.03	0.33	0.21	0.19	0.39	0.09	0.2	0.95	0.59
Glyma.15g216400	2.45	4.16	6.23	2.82	6.9	3.71	4.19	6.09	5.49
Glyma.15g216500	0.23	0	0.06	0	0.51	0.06	0.13	0	0.15
Glyma.15g216600	0	0	0	0	0	0	0	0	0
Glyma.15g216700	0.39	2.52	0.28	0.94	0.39	1.36	1.02	0.02	0.74
Glyma.15g216800	0	0	0	0	0	0	0	0	0
Glyma.15g216900	0	0	0	0	0	0	0	0	0
Glyma.15g217000	0.01	0.01	0.13	0.34	0.26	0.21	0	0.19	0.22
Glyma.15g217100	356.04	14.15	246.63	110.26	21.49	150.05	1237.87	23.08	4.67
Glyma.15g217200	0	0.14	0	0	0	0	0	0	0
Glyma.15g217300	5.94	2.02	1.2	7.48	0.33	3.78	1.73	1.03	2.35
Glyma.15g217400	3.5	4.97	3.79	4.73	4.96	3.2	5.7	4.54	4.44
Glyma.15g217500	2.33	2.61	2.57	5.6	2.71	4.05	9.31	215.56	6.06
Glyma.15g217600	0	0	0	0	0	0	0	0	0
Glyma.15g217700	8.94	19.09	10.99	21.02	31.08	25.25	16.92	45.86	15.43
Glyma.15g217800	0	0	0	0.01	0	0	0	0	0.05
Glyma.15g217900	0	0	0	0	0	0	0	0	0
Glyma.15g218000	46.78	42.04	24.66	50.4	24.92	44.1	29.5	31.79	29.51
Glyma.15g218100	0	0	0	0	0	0	0	0.04	0
Glyma.15g218200	4.71	11.68	6.13	4.18	4.37	3.15	9.92	5.33	6.89
Glyma.15g218300	0	0	0.01	0	0	0	0	0	0
Glyma.15g218400	67.41	12.94	51.77	14.09	6.04	16.2	19.49	9.19	12.16
Glyma.15g218500	0	0	0	0	0	0	0	0	0
Glyma.15g218600	0	0	0	0	0	0	0.26	0.36	0
Glyma.15g218700	2.47	2.48	2.03	2.59	4.1	2.44	1.69	4.14	4.23
Glyma.15g218800	0	0	0	0	0	0	0	0	0
Glyma.15g218900	1470.4	107.63	5.08	328.18	0.37	651.81	2.28	0.05	0.38
Glyma.15g219000	0.11	0	0.45	0.06	0.04	0.33	0.08	0.02	0
Glyma.15g219100	89.49	61.75	12.21	31.65	14.94	25.17	39.49	12.35	28.48
Glyma.15g219200	2.38	3.85	5.39	3.56	5.14	3.93	4.49	4.84	4.07
Glyma.15g219300	9.09	25.14	54.48	9.1	26.59	10.47	21.25	8.39	36.46
Glyma.15g219400	1.56	0.07	0.71	0.31	6.26	0.9	0.37	1.86	0.36
Glyma.15g219500	0	0.06	0	0	0.39	0	0	0	0.12
Glyma.15g219600	1.44	2.22	1.43	2.37	0.52	1.17	1.77	0.42	1.79
Glyma.15g219700	2.34	3.62	2.69	4.54	1.48	3.04	3.12	4.64	3.34
Glyma.15g219800	0.19	2.55	2.55	0.52	0.4	0.71	2.71	0.93	3.62
Glyma.15g219900	0	0.07	0.45	0.17	0	0.07	0.11	0.12	0
Glyma.15g220000	0	0	0.13	0	0	0	16.01	0.65	0
Glyma.15g220100	0	0	0	0	0	0	0	0	0
Glyma.15g220200	0	0	0.06	0	0	0	0	0.05	0
Glyma.15g220300	0	0	0.09	0	0	0	10.22	1.82	0
Glyma.15g220400	0	0	0	0	0	0	0.25	0	0
Glyma.15g220500	0	0	0	0	0	0	0	0	0
Glyma.15g220600	0.68	0.05	0.15	2.81	0.18	13.09	0.18	0.17	0.37
Glyma.15g220700	0	0	0	0	0	0	0	0	0
Glyma.15g220800	1.51	6.36	2.07	3.11	0.66	5.76	2.41	0.37	1.88
Glyma.15g220900	0	0	0.02	0	0.01	0	0.02	0.01	0.01
Glyma.15g221000	0.19	0	0.53	0	0	0	0.37	0.35	0.39
Glyma.15g221100	0	0.05	0.09	0	0.05	0.09	0.1	0.3	0.05
Glyma.15g221200	0	0	0.05	0.01	0.03	0.01	0.19	0.06	0.03
Glyma.15g221300	12.41	13.21	17.06	18.92	16.39	27.22	43.73	47.75	74.09
Glyma.15g221400	5.49	7.03	7.85	7.09	7.13	13.67	6.33	5.97	6.47
Glyma.15g221500	1.6	1.32	2.97	1.81	3.77	2.77	1.75	1.07	1.93
Glyma.15g221600	3.52	0.42	0.14	2.69	0.05	3.03	1.56	12.07	0.2
Glyma.15g221700	7.5	7.16	6.71	6.95	15.36	6.27	6.13	7.4	12.63
Glyma.15g221800	7.85	0	0	0.29	0	0.57	0	0	0
Glyma.15g221900	0	0	0	0	0	0	0	0	0
Glyma.15g222000	0	0	0	0	0	0	0	0	0
Glyma.15g222100	0.49	0.66	1.41	0.33	1.41	1.08	1.05	1.17	1.18
Glyma.15g222200	59.31	27.76	8.84	42.91	0.94	59.51	14.22	29.85	100.13
Glyma.15g222300	28.3	0.74	0.17	6.67	0.75	15.57	0.08	0.59	0.15
Glyma.15g222400	2.82	1.99	2.14	1.82	2.2	2.8	4.05	15.39	1.66
Glyma.15g222500	0.6	11.82	0.28	2.05	1.76	5.78	0.98	0.09	0.41
Glyma.15g222600	0	0	0	0	0	0	0	0	0
Glyma.15g222700	0.22	0.06	0.04	0.19	0	0.06	0.06	0.15	0.11
Glyma.15g222800	0	0.07	0.03	0.05	0.02	0.05	0	0.02	0.07
Glyma.15g222900	0.02	0.25	0.29	0.08	0.26	0.08	0.29	0.17	0.27
Glyma.15g223000	0.3	1.12	1.14	0.73	1.06	0.53	1.33	1.01	1.81
Glyma.15g223100	6.44	7.64	5.03	7.65	5.14	6.85	8.33	9.66	7.86
Glyma.15g223200	6.32	0.88	0.38	1.6	1.58	3.37	1.72	0.43	0.06
Glyma.15g223300	3.11	0.06	0	1.8	0	1.18	0.1	0.92	0
Glyma.15g223400	0.7	1.35	0.21	1.65	0	0	0.38	6.58	0
Glyma.15g223500	1.75	0.02	0.03	0.97	0	1.81	1	1.29	1.99
Glyma.15g223600	0	0	0	0	0	0	0	0	0
Glyma.15g223700	0	0	0	0	0	0	0.12	0	0
Glyma.15g223800	979.67	0	0	7.06	0	8.52	0	0	0.02
Glyma.15g223900	79.32	0.01	4.59	2.12	1.27	0.96	0.03	0	0
Glyma.15g224000	0.91	0.75	0.76	0.82	0.44	0.82	0.66	0.21	0.98
Glyma.15g224100	0.75	0.96	1.28	1.63	0.21	1.56	0.22	0	0.62
Glyma.15g224200	1.82	4.27	3.86	2.08	1.29	0.9	5.45	3.18	8.39
Glyma.15g224300	0	0	0	0	0	0	0	0	0
Glyma.15g224400	2.38	3.69	3.45	3.37	3.79	3	2.98	3.38	6.01
Glyma.15g224500	0.69	1.89	0.39	1.11	0.84	1.43	1.93	0.24	0.86
Glyma.15g224600	0	0	0	0	0	0	0	0	0
Glyma.15g224700	0	0.01	0.03	0	0.05	0.02	0	0.02	0
Glyma.15g224800	0	0	0	0	0	0	0	0	0
Glyma.15g224900	13.31	12.22	9.12	15.53	10.1	11	10.04	15.81	10.5
Glyma.15g225000	0	0	0	0	0	0	0	0	0
Glyma.15g225100	0	0	0	0	0	0	0	0	0
Glyma.15g225200	0	0	0	0	0.04	0.02	0	0	0
Glyma.15g225300	0.79	0.32	0.41	0.55	0.91	0.4	0.32	1	0.43
Glyma.15g225400	0	0	0	0	0	0	0	0	0
Glyma.15g225500	0	0	0	0	0	0	0	0	0
Glyma.15g225600	0.06	0	0.33	0	0	0	0.07	0.08	0
Glyma.15g225700	0.31	0	0.46	0	0	0	0.09	0	0
Glyma.15g225800	0	0	0.34	0.28	0.11	0	0	0.15	0
Glyma.15g225900	0	0.12	0.2	0.1	0.14	0.08	0.13	0.12	0.23
Glyma.15g226000	0	0	0	0	0	0	0	0	0
Glyma.15g226100	0.03	0.05	0	0.26	0	0.34	0.01	0.01	0.02
Glyma.15g226200	0	0.03	0	0.26	0	0.49	0	0	0
Glyma.15g226300	0	0	0	0	0	0	0.82	0	0
Glyma.15g226400	0.02	0.39	0.12	0.08	0.01	0.01	0.21	0.08	0.01
Glyma.15g226500	0	0.06	0.63	0	6.47	0	0.13	0	0.15
Glyma.15g226600	0	0	0	0	0	0	0	0	0
Glyma.15g226700	0	0	0	0	0.01	0	0.02	0	0
Glyma.15g226800	0.52	0.65	1.61	0.09	0.51	0.13	1.13	0.01	3.18
Glyma.15g226900	0	0	0	0	0	0	0	0	0
Glyma.15g227000	1.6	1.15	4.32	0.37	8.35	0.35	1.95	0.29	1.85
Glyma.15g227100	2.68	0.86	1.47	1.05	0.18	0.36	1.49	2.34	2.1
Glyma.15g227200	0	0	0	0	0	0	0	0	0
Glyma.15g227300	16.31	13.41	15.81	14.64	18.86	14.2	14.68	18.62	18.41
Glyma.15g227400	0	0	0	0	0	0.06	0.35	0	0
Glyma.15g227500	32.29	29.02	45.48	24.92	21.7	19.8	35.24	48.01	23.89
Glyma.15g227600	96.65	55.32	35.76	116.92	49.63	80.26	41.51	149.47	75.89
Glyma.15g227700	0.47	9.36	112.56	1.2	0.03	2.19	9.28	1.34	0.69
Glyma.15g227800	0	0	0	0	0	0	0	0	0
Glyma.15g227900	0	0	0	0.05	0	0.03	0.08	0	0
Glyma.15g228000	2.96	0	0	0	0	1.65	0	0	0
Glyma.15g228100	0.44	0	0.2	0.07	0	0.02	0.38	0.07	0.97
Glyma.15g228200	16.37	2.15	1.79	173.42	0.11	280.78	0.02	0	0.07
Glyma.15g228300	62.43	0.67	5.77	222.57	0.13	486.39	0	0	1.01
Glyma.15g228400	0.74	0.57	0.32	0.83	0.2	0.37	0.39	0.6	1.82
Glyma.15g228500	24.56	4.06	0.09	15.82	0	42.89	0.94	1.1	1.37
Glyma.15g228600	2.53	5.55	2.69	3.07	5.02	5.29	4.49	3.99	2.78
Glyma.15g228700	0	0	0	0	0	0	0.06	1.32	0.33
Glyma.15g228800	0.01	0.03	1.12	0.03	0.13	0.02	0.03	0.42	0.15
Glyma.15g228900	0.09	0.09	1.35	0.01	0.15	0.01	0.02	0.45	0.13
Glyma.15g229000	0	0	0	0	0	0	0	0	0
Glyma.15g229100	0	0	0	0	0	0.09	0	0	0
Glyma.15g229200	0	0	0	0	0	0	0	0	0
Glyma.15g229300	29.23	0.09	0.08	0.32	0	0.51	0	0.03	0.38
Glyma.15g229400	2.27	0.64	4.87	0.91	24.35	0.47	1.53	0.28	1.56
Glyma.15g229500	0	1.41	0.09	0.08	0.18	0.57	0.21	0.36	0.18
Glyma.15g229600	0.95	0.8	2.28	1.52	1.54	1.27	1.2	1.25	1.6
Glyma.15g229700	0.09	0.05	0.13	0.03	0.26	0.1	0.15	0.18	0.06
Glyma.15g229800	0	0.47	0.8	0	1.62	0	0	0.41	0
Glyma.15g229900	0.07	0.39	0.07	0.03	0.08	0.2	0.08	0.38	0.27
Glyma.15g230000	1.88	1.29	4	1.56	3.25	1.77	2.86	2.12	4.47
Glyma.15g230100	0	0	0	0	0	0	0	0	0
Glyma.15g230200	0	0	0	0	0	0	0	0	0
Glyma.15g230300	2.54	7.43	7.34	5.55	5.93	6.18	8.97	8.67	17.35
Glyma.15g230400	0	0	0.02	0	0	0	0.03	0.06	0
Glyma.15g230500	31.86	27.06	45.1	28.18	23.89	26.61	32.52	51.86	25.26
Glyma.15g230600	4.37	6.35	3.87	6.05	5.64	5.31	6.7	11.32	6.7
Glyma.15g230700	2.23	2.59	2.72	1.99	2.63	1.95	2.49	1.62	2.57
Glyma.15g230800	0.22	0.18	0.24	0.15	0.27	0.3	0.12	0.05	0.27
Glyma.15g230900	1	0.71	0.85	0.62	1.57	0.62	0.81	0.36	0.79
Glyma.15g231000	0	0.06	0.08	0.05	0	0	0.1	0.11	0
Glyma.15g231100	0.31	0.04	0.04	0.15	0.03	0.4	0.02	0	0.03
Glyma.15g231200	0.38	0.45	0.2	0.34	0.44	0.15	0.35	0.57	0.34
Glyma.15g231300	0.21	0.16	0.22	0.12	0.35	0.17	0.12	0.05	0.24
Glyma.15g231400	0.22	0.26	0.34	0.2	0.21	0.06	0.33	0.02	0.16
Glyma.15g231500	2.74	3.52	3.55	2.61	5.52	2.77	4.07	1.35	4.15
Glyma.15g231600	0	0.02	0.05	0.01	0.03	0.03	0.09	0.1	0.01
Glyma.15g231700	1.97	1.45	2.82	2.19	1.98	2.2	2.2	2.56	3.35
Glyma.15g231800	0	0	0	0	0	0	0	0	0
Glyma.15g231900	50.26	29.6	16.25	35.17	19.83	28.06	18.82	20.19	23.9
Glyma.15g232000	21.61	13	66.25	11.44	15.52	14.81	13.44	13.7	12.89
Glyma.15g232100	0	0	0	0	0	0	0	0	0
Glyma.15g232200	1.88	0.04	12.15	0.31	1.32	0.5	0.18	0	0
Glyma.15g232300	0	0	0	0	0	0	0.16	0.04	0
Glyma.15g232400	0.87	0.1	0.09	0.51	0.44	0.71	0.06	0.04	0.06
Glyma.15g232500	0	0	0.04	0	0	0	0	0	0.01
Glyma.15g232600	2.49	1.64	3.35	2.2	1.3	1.91	2.09	2.1	2.01
Glyma.15g232700	3.07	3.38	7.55	3.17	6.86	4.44	4.28	4.67	6.18
Glyma.15g232800	3.79	4.74	5.14	2.18	7.05	2.8	4.19	2.09	5.45
Glyma.15g232900	0	0	0.3	0	0.54	0	0.26	0.08	0.24
Glyma.15g233000	0	0.11	0.19	0	0.32	0	0.04	0.1	0.19
Glyma.15g233100	0.51	2.16	2.07	0.48	2.07	0.8	1.6	0.59	3.5
Glyma.15g233200	0.07	0.08	0.13	0.06	0.07	0.1	0.09	0.05	0.05
Glyma.15g233300	0.07	0.04	0.23	0.09	0.31	0	0.47	0	0.07
Glyma.15g233400	1.48	3.55	4.02	1.12	5.79	1.42	4	0.78	4.93
Glyma.15g233500	0	0.02	0.1	0	0.54	0	0.7	0	0.15
Glyma.15g233600	0.11	0.64	0.48	0.2	0.15	0.12	0.38	0.08	0.32
Glyma.15g233700	8.25	2.37	6.13	5.49	0.18	3.86	2.22	3.43	5.38
Glyma.15g233800	0	0	0.01	0.01	0.01	0	0.01	0	0.01
Glyma.15g233900	0	0	0	0	0	0.02	0	0	0
Glyma.15g234000	0.3	0.16	1.15	0.39	0	0.65	2.27	36.35	0.08
Glyma.15g234100	5.83	12.3	2.67	5.08	1.3	12.94	10.42	7.84	4.19
Glyma.15g234200	3.31	1.71	5.88	2.09	3.42	1.69	1.44	1.09	1.03
Glyma.15g234300	14.09	93.55	4.95	64.34	0.71	41.36	40.62	6.51	39.47
Glyma.15g234400	0	0	0	0	0	0	0	0	0
Glyma.15g234500	21.02	10.83	8.22	16.41	12.59	14.32	15.69	21.66	10.03
Glyma.15g234600	0.04	0.03	0.01	0	0.02	0.01	0.01	0	0
Glyma.15g234700	284.89	6.35	253.53	13.27	1.37	1.36	3.6	4.01	4.79
Glyma.15g234800	8.34	0.21	0.77	0.26	0.13	0.43	0.15	0.44	1.37
Glyma.15g234900	0	0	0	0	0	0	0	0	0
Glyma.15g235000	0.06	2.97	0.49	2.57	0.13	12.47	2.1	0.64	2.23
Glyma.15g235100	0	0.23	0.02	0.03	0.03	0.85	0.09	0	0.17
Glyma.15g235200	0.17	0	0	0	0	0.26	0.24	0.31	0
Glyma.15g235300	1.49	0	0	0	0	0	1	0.61	0
Glyma.15g235400	0.04	0.04	0	0.02	0.02	0.02	0.01	0	0.23
Glyma.15g235500	10	13.55	7.53	10.67	8.06	9.81	12.06	8.32	11.09
Glyma.15g235600	0	0.01	0.01	0.01	0.02	0	0.03	0.03	0
Glyma.15g235700	0	0	0	0	0	0	0.02	0	0
Glyma.15g235800	0	0.02	0	0	0	0	0	0.01	0
Glyma.15g235900	0.63	2.26	1	1.99	0.82	2.3	3.16	5.98	4.6
Glyma.15g236000	0.17	0.09	0.04	0.27	0.11	0.35	0.22	0.39	0.27
Glyma.15g236100	4.88	18.84	8	3.02	10.27	2.22	4.52	24.95	16.52
Glyma.15g236200	22.11	0.09	0.23	11.4	0	4.15	0.04	0	0
Glyma.15g236300	0.64	1.25	0.83	1.34	1.5	1.38	1.19	1.13	1.89
Glyma.15g236400	1.96	3.47	2.77	2.03	3.66	3.05	3.17	5.4	3.73
Glyma.15g236500	1.91	4	3.82	5.76	4.97	3.96	6.14	8.9	5.05
Glyma.15g236600	0	0	0	0	0	0	0	0	0
Glyma.15g236700	11.44	12.76	23.05	5.73	4.01	5.27	6.77	4.05	12.72
Glyma.15g236800	46.72	29.44	76.7	23.29	10.13	17.53	17.23	9.63	39.76
Glyma.15g236900	0	0.36	0.93	0.01	0.01	0.05	0.89	0.33	0.06
Glyma.15g237000	0	0.04	0	0.04	0	0.08	0.09	2.21	0.04
Glyma.15g237100	0	0	0	0	0	0	0	0	0
Glyma.15g237200	0.06	0.12	0.06	0.02	2.24	0.05	0.03	0.18	0.34
Glyma.15g237300	11.27	9.06	12.25	10.19	13.55	12.8	9.16	16.47	9.58
Glyma.15g237400	0	0	0	0	0	0	0	0	0
Glyma.15g237500	0.3	0.18	0	0	0	0	0.24	0	0.02
Glyma.15g237600	5.42	21.91	30.92	3.28	24.8	6.05	28.12	9.62	27.85
Glyma.15g237700	0	0	0	0	0	0	0	0.01	0
Glyma.15g237800	138.38	171.9	51.46	19.36	1.32	13.27	483.96	11.04	59.92
Glyma.15g237900	2.9	5.31	4.4	4.33	7.46	4.22	4.92	4.06	6.1
Glyma.15g238000	0	0	0	0	0	0	0	0	0
Glyma.15g238100	14.58	23.24	8.04	16.49	0.45	9.13	49.53	44.46	12.71
Glyma.15g238200	167.6	250.38	81.83	148.12	2.7	70.95	700.71	371.73	173.29
Glyma.15g238300	0.06	0.18	0	0	0	0	0.02	0.56	0.18
Glyma.15g238400	441.96	17.04	4.08	5.33	1.77	8.29	113.59	0.37	9.48
Glyma.15g238500	167.46	7.35	6.89	4.63	2.73	5.86	15.9	13.33	11.75
Glyma.15g238600	186.54	1247.13	826.5	10.36	469.22	0.68	1201.53	0.49	724.74
Glyma.15g238700	0	0	0	0	0	0	0	0	0
Glyma.15g238800	0	0	0	0	0	0	0.39	0	0
Glyma.15g238900	0.31	0.2	0.04	0.26	0.57	0.14	5.15	2.96	0.29
Glyma.15g239000	0	0	0	0	0	0	0	0	0
Glyma.15g239100	0	0.2	0	0	0	0	0	0	0
Glyma.15g239200	20.11	30.56	66.53	0	0	0	5.72	0	524.26
Glyma.15g239300	4.05	9.74	13	0	0	0	12.44	0	146.58
Glyma.15g239400	0	0	0.18	0	0	0	0.32	0	2.13
Glyma.15g239500	24.58	29.9	56.06	0.03	1.58	0	82.84	0	279.85
Glyma.15g239600	62.4	82.41	128.18	0.02	0.88	0	231.35	0	887.69
Glyma.15g239700	45.64	71.52	120.42	0.02	0.33	0	156.44	0	744.54
Glyma.15g239800	0	0	0.63	0	0	0	0.37	0	0
Glyma.15g239900	0	0	0.12	0.58	0	0.18	0.59	0.25	0.38
Glyma.15g240000	0.02	0.32	0.18	0.02	0.07	0.03	0.08	0.08	0.41
Glyma.15g240100	0	0	0	0.22	0.57	0.53	0.59	0.73	0.27
Glyma.15g240200	0.05	0.13	0.28	0.31	0.29	0.1	0.64	0.56	0.31
Glyma.15g240300	1.06	2.1	1.62	2.19	4.57	1.74	4.71	4.36	3.57
Glyma.15g240400	0.03	0	0	0.14	0	0	0	0	0
Glyma.15g240500	0	0	0	0.09	0	0.51	0	0.1	0
Glyma.15g240600	0	16.14	30.28	0.12	16.75	0.08	25.19	6.62	13.57
Glyma.15g240700	10.6	8.25	21.75	8.69	16.59	9.73	6.45	6.09	5.7
Glyma.15g240800	4.12	5.28	4.38	6.95	8.99	6.79	7.31	9.21	4.21
Glyma.15g240900	4.57	0	0	0	0	0	0	0	0
Glyma.15g241000	0	0.06	0.63	0	0	0.06	0	0	0
Glyma.15g241100	1.93	0.27	12.66	12	0	0.17	0.08	0.01	2.27
Glyma.15g241200	0	0.05	0.03	0	0	0	0	0	0.37
Glyma.15g241300	7.77	2.32	0.24	10.07	1.39	6.01	0.55	10.86	4.54
Glyma.15g241400	0.83	1.39	0.2	1.86	0.39	1.9	0.55	1.51	1.53
Glyma.15g241500	0	0	0	0	0	0	0	0	0
Glyma.15g241600	0	0.15	0	0	0	0.15	0	0.14	0
Glyma.15g241700	0.06	4.77	0.06	0.06	0	0	0	0.08	0.35
Glyma.15g241800	0	0	0	0	0	0	0	0	0
Glyma.15g241900	0	0	0	0	0	0	0	0	0
Glyma.15g242000	0.32	0.31	0.78	0.3	0.39	0.27	0.49	0.21	0.32
Glyma.15g242100	0	0	0	0	0	0	0	0	0
Glyma.15g242200	1.08	9.82	11.47	0.28	11.59	0.82	8.87	14.42	8.46
Glyma.15g242300	0	0	0	0	0	0	0	0	0
Glyma.15g242400	0.3	0.03	0.01	0.09	0	0.49	0	0	0.17
Glyma.15g242500	0	0	0	0	0	0	0	0	0
Glyma.15g242600	0	0	0.27	0	0.05	0.05	0.03	0	0.05
Glyma.15g242700	0.05	0	0.59	0.05	0	0.09	0	0	0
Glyma.15g242800	1.01	0.39	10.24	0.22	0.25	0.32	1.3	0.08	0.74
Glyma.15g242900	1.59	3.43	6.55	3.25	5.01	1.08	4.65	8.21	8.15
Glyma.15g243000	24.38	42.66	2.78	31.86	0.63	31.36	19.86	20.18	31.36
Glyma.15g243100	1.77	4.45	5.7	2.57	90.04	1.27	7.11	3.45	8.44
Glyma.15g243200	0	0	0.31	0	0	0.02	0	0	0
Glyma.15g243300	70.52	2.35	0.59	46.57	1.32	18.48	1.31	33.66	5.64
Glyma.15g243400	5.18	12.88	3.41	1.47	14.07	1.49	5.55	9.43	13.03
Glyma.15g243500	0	0	0	0	0	0	0	0.02	0.02
Glyma.15g243600	0	0	0.01	0	0.04	0	0.07	0.1	0.06
Glyma.15g243700	0	0	0	0	0	0	0.06	0	0.03
Glyma.15g243800	0	0	0.02	0	0.01	0	0	0.05	0
Glyma.15g243900	0.07	0.09	0.08	0.08	0.02	0.02	0.09	0.12	0.04
Glyma.15g244000	0	0	0.02	0.03	0.08	0.04	0.16	0.21	0.07
Glyma.15g244100	0.27	0.13	0.34	0.29	0.3	0.44	0.21	0.46	0.31
Glyma.15g244200	0.08	5.8	2.16	0.54	13.04	0.73	3.12	0.64	1.13
Glyma.15g244300	6.66	7.89	8.54	3.09	12	3.69	21.09	15.46	7.52
Glyma.15g244400	0.33	0.23	0.12	0.52	0.14	0.23	0.22	0.35	0.21
Glyma.15g244500	0	0	0	0.04	0	0	0	0	0
Glyma.15g244600	10.98	0	0	0.08	0	0.12	0	0	0
Glyma.15g244700	1.09	1.31	2	1.25	1.85	1.49	2.37	1.98	1.96
Glyma.15g244800	1.71	1.12	2.12	1.29	1.84	0.84	1.94	2.95	2.32
Glyma.15g244900	1.14	0.09	0.41	0.38	0.22	0.06	0.07	0.03	0.21
Glyma.15g245000	0	0	0	0	0	0	0	0	0
Glyma.15g245100	4.46	0.29	1.6	0.02	0.92	0	0.26	0.08	0.06
Glyma.15g245200	0.56	0.06	0	0	0.12	0	0	0	0
Glyma.15g245300	0.73	0	0.1	0.03	0.1	0.12	0.02	0	0.01
Glyma.15g245400	27.43	26.78	20.27	19.44	13.49	15.59	24.15	15.62	17.79
Glyma.15g245500	0	0.1	0	0	0	0.05	0	0	0
Glyma.15g245600	13.86	4.82	3.21	6.8	3.19	6.91	6.13	7.04	3.33
Glyma.15g245700	0.4	1.62	1.16	1.02	4.37	0.93	1.62	1.43	2.47
Glyma.15g245800	0.34	1.79	6.8	2.05	0.83	2.06	0.75	0.76	1.13
Glyma.15g245900	0	0	0	0	0	0	0	0	0
Glyma.15g246000	0	0	0.06	0	0.11	0	2.13	1.06	0
Glyma.15g246100	0.18	6.01	11.38	0.19	15.1	0.63	9.29	0.45	10.71
Glyma.15g246200	0	0.07	0	0	0	0.07	0.08	0	0.14
Glyma.15g246300	0	0.14	0	0.12	0.15	0	0.16	0	0
Glyma.15g246400	0	0.56	0	0.46	0.71	0	0.66	0	0
Glyma.15g246500	0.62	3.16	2.2	2.52	2.02	2.65	2.19	1.8	2.24
Glyma.15g246600	2.23	6.09	3.72	4.43	2.17	4.59	3.11	3.87	5.14
Glyma.15g246700	0.51	2.54	1.34	1.82	2.12	1.92	1.48	1.13	1.76
Glyma.15g246800	1.22	0.33	0.67	0.75	0.92	1.98	0.67	0.1	0.68
Glyma.15g246900	0	0	0	0	0	0	0	0	0
Glyma.15g247000	0	0	0	0	0	0	0	0	0
Glyma.15g247100	0.08	0	0.04	0.08	0.03	0.48	0.01	0	0
Glyma.15g247200	0.02	0.01	0.07	0.08	0.03	0.49	0.01	0.01	0.02
Glyma.15g247300	0	0	0.02	0	0	0.14	0	0	0
Glyma.15g247400	0.01	0	0.04	0.57	0.02	2.69	0.03	0.01	0.03
Glyma.15g247500	2.65	0.39	0.23	0.59	0	0.47	0.12	0.49	0.87
Glyma.15g247600	0.03	0	0.01	0.43	0	1.31	0	0	0
Glyma.15g247700	5.94	4.44	0.04	7.58	0.58	5.02	0.27	0	0.14
Glyma.15g247800	2.59	5.75	0.73	5.61	0.22	6.83	0.49	1.29	0.04
Glyma.15g247900	5.73	7.76	1.1	8.08	0.36	11.22	0.98	0.03	0.4
Glyma.15g248000	15.42	16.57	24.5	17.93	2.26	22.48	3.01	2.12	3.32
Glyma.15g248100	4.38	7.27	5.48	7.55	8.93	5.59	5.37	6.63	6.05
Glyma.15g248200	5.05	6.98	36.58	12.59	21.99	9.54	8.63	16.39	16.53
Glyma.15g248300	1.15	10.81	6.23	2.12	10.89	3.39	23.96	74.24	11.03
Glyma.15g248400	1.43	1.13	11.54	2.75	17.61	10.71	14.95	105.64	1.16
Glyma.15g248500	2.68	1.45	2.7	3.44	17.05	3.99	20.66	14.45	8.09
Glyma.15g248600	1.81	7.18	3.24	2.23	28.73	1.57	11.1	6.96	13.02
Glyma.15g248700	0	0	0	0	0	0	0	0	0
Glyma.15g248800	9.69	5.43	6.09	5.6	7.49	5.99	4.86	5.61	8.18
Glyma.15g248900	12.27	18.4	31.13	7.34	4.32	9.54	18.02	7.75	34.87
Glyma.15g249000	9.66	11.91	13.32	8.01	10.97	8.6	9.64	9.91	8.49
Glyma.15g249100	0	0	0	0	0	0	0	0	0
Glyma.15g249200	0	0	0.06	0	0	0	7.82	43.07	0
Glyma.15g249300	0	0.07	0.63	0.18	4.7	0	0.45	0.12	0.87
Glyma.15g249400	0	0.05	0.25	0	4.85	0.05	0.15	0.2	0.6
